,SPX Index,TSLA US Equity,AAPL US Equity,NKE US Equity,AMZN US Equity,WMT US Equity,KO US Equity,XAU Curncy,CL1 Comdty,USGG10YR Index,USGG2YR Index
25 Jun 2019,2917.38,43.952,48.893,82.62,93.914,110.72,51.76,1423.44,57.83,1.985,1.7318
26 Jun 2019,2913.78,43.854,49.95,82.55,94.892,110.16,51.12,1409,59.38,2.0468,1.7689
27 Jun 2019,2924.92,44.568,49.935,83.66,95.214,110.1,51.08,1409.78,59.43,2.014,1.7449
28 Jun 2019,2941.76,44.692,49.48,83.95,94.682,110.49,50.92,1409.55,58.47,2.0051,1.7549
1 Jul 2019,2964.33,45.434,50.388,85.41,96.11,110.62,51.6,1384.19,59.09,2.024,1.7872
2 Jul 2019,2973.01,44.91,50.683,84.96,96.715,111.6,51.98,1418.65,56.25,1.974,1.7613
3 Jul 2019,2995.82,46.98,51.103,86.2,96.95,112.32,52.1,1418.78,57.34,1.9498,1.7596
4 Jul 2019,2995.82,46.98,51.103,86.2,96.95,112.32,52.1,1416.08,57.34,1.9498,1.7596
5 Jul 2019,2990.41,46.62,51.058,86.82,97.146,111.98,52.11,1399.45,57.51,2.0338,1.8593
8 Jul 2019,2975.95,46.068,50.005,88.48,97.616,112.72,52,1395.53,57.66,2.0476,1.89
9 Jul 2019,2979.63,46.012,50.31,88.04,99.415,112.88,51.59,1397.61,57.83,2.0648,1.9066
10 Jul 2019,2993.07,47.784,50.808,87.44,100.871,112.98,51.82,1419.02,60.43,2.0613,1.8277
11 Jul 2019,2999.91,47.72,50.438,88.29,100.054,113.92,52.04,1403.81,60.2,2.1378,1.8625
12 Jul 2019,3013.77,49.016,50.825,89.12,100.55,114.6,52.12,1415.75,60.21,2.1219,1.8471
15 Jul 2019,3014.3,50.7,51.303,89.48,101.05,114.98,52.13,1414.13,59.58,2.0887,1.829
16 Jul 2019,3004.04,50.476,51.125,88.6,100.495,114.76,52.14,1406.23,57.62,2.1026,1.8498
17 Jul 2019,2984.42,50.972,50.838,87.5,99.602,114.6,52.18,1426.57,56.78,2.0451,1.8111
18 Jul 2019,2995.11,50.708,51.415,87.44,98.895,114.72,52.03,1446.1,55.3,2.0242,1.7559
19 Jul 2019,2976.61,51.636,50.648,86.55,98.226,113.9,51.39,1425.37,55.63,2.0552,1.8183
22 Jul 2019,2985.03,51.136,51.805,85.97,99.282,112.82,51.22,1424.88,56.22,2.0464,1.8123
23 Jul 2019,3005.47,52.034,52.21,86.7,99.725,112.09,54.33,1417.83,56.77,2.0812,1.8374
24 Jul 2019,3019.56,52.976,52.168,86.7,100.041,112,53.78,1425.86,55.88,2.0428,1.8179
25 Jul 2019,3003.67,45.764,51.755,87.28,98.691,112.22,53.07,1414.58,56.02,2.081,1.8639
26 Jul 2019,3025.86,45.608,51.935,87.54,97.153,113.02,54.17,1418.9,56.2,2.0703,1.8519
29 Jul 2019,3020.97,47.154,52.42,87.62,95.623,112.27,53.99,1426.8,56.87,2.065,1.8579
30 Jul 2019,3013.18,48.452,52.195,87.2,94.927,112.06,53.72,1430.88,58.05,2.058,1.8459
31 Jul 2019,2980.38,48.322,53.26,86.03,93.339,110.38,52.63,1413.78,58.58,2.0144,1.8721
1 Aug 2019,2953.56,46.77,52.108,83.12,92.766,109.38,52.03,1445.18,53.95,1.8935,1.734
2 Aug 2019,2932.05,46.868,51.005,81.14,91.162,109.4,52.33,1440.83,55.66,1.8452,1.7118
5 Aug 2019,2844.74,45.664,48.335,78.97,88.257,105.82,51.65,1463.7,54.69,1.7075,1.5733
6 Aug 2019,2881.77,46.15,49.25,81.3,89.392,107.27,52.27,1474.42,53.63,1.7023,1.583
7 Aug 2019,2883.98,46.684,49.76,81.28,89.67,108.2,53.18,1501.16,51.09,1.7342,1.6069
8 Aug 2019,2938.09,47.66,50.858,83,91.645,108.52,53.69,1500.95,52.54,1.7172,1.6188
9 Aug 2019,2918.65,47.002,50.248,81.98,90.379,107.28,53.42,1496.95,54.5,1.7447,1.6466
12 Aug 2019,2883.75,45.802,50.12,81.65,89.246,105.12,53.2,1511.16,54.93,1.6454,1.5837
13 Aug 2019,2926.32,47,52.243,83.32,91.217,107.41,53.5,1501.51,57.1,1.7035,1.6666
14 Aug 2019,2840.6,43.924,50.688,81.03,88.148,106.2,52.99,1516.36,55.23,1.5792,1.5771
15 Aug 2019,2847.6,43.128,50.435,79.51,88.806,112.69,53.87,1523.29,54.47,1.5269,1.4957
16 Aug 2019,2888.68,43.988,51.625,80.28,89.629,112.99,54.41,1513.52,54.87,1.5538,1.4763
19 Aug 2019,2923.65,45.366,52.588,81.13,90.806,113.81,54.69,1495.92,56.21,1.6063,1.5453
20 Aug 2019,2900.51,45.172,52.59,80.53,90.069,112.05,53.88,1507.2,56.34,1.5555,1.5123
21 Aug 2019,2924.43,44.166,53.16,82.74,91.177,112.02,54.1,1502.65,55.68,1.5893,1.5733
22 Aug 2019,2922.95,44.43,53.115,83.31,90.28,111.91,54.49,1498.06,55.35,1.6131,1.6121
23 Aug 2019,2847.11,42.28,50.66,80.44,87.481,110.83,53.74,1526.96,54.17,1.5351,1.5332
26 Aug 2019,2878.38,43,51.623,82.25,88.444,111.99,54.54,1527.31,53.64,1.5351,1.5391
27 Aug 2019,2869.16,42.816,51.04,82.03,88.092,112.42,54.72,1542.81,54.93,1.4711,1.5223
28 Aug 2019,2887.94,43.118,51.383,83.48,88.213,112.72,55.11,1539.01,55.78,1.4794,1.5
29 Aug 2019,2924.58,44.342,52.253,85.38,89.32,114.08,55.05,1527.63,56.71,1.4945,1.52
30 Aug 2019,2926.46,45.122,52.185,84.5,88.815,114.26,55.04,1520.38,55.1,1.4961,1.504
2 Sep 2019,2926.46,45.122,52.185,84.5,88.815,114.26,55.04,1529.29,55.1,1.4961,1.504
3 Sep 2019,2906.27,45.002,51.425,84.67,89.492,114.64,55.3,1547.1,53.94,1.4573,1.452
4 Sep 2019,2937.78,44.136,52.298,86.35,90.031,115.91,55.77,1552.55,56.26,1.4657,1.4319
5 Sep 2019,2976,45.916,53.32,88.42,92.036,115.44,55.12,1519.05,56.3,1.5586,1.526
6 Sep 2019,2978.71,45.49,53.315,88.69,91.676,114.73,55.23,1506.82,56.52,1.5602,1.5402
9 Sep 2019,2978.43,46.358,53.543,88.67,91.568,116.33,54.52,1499.13,57.85,1.6438,1.5928
10 Sep 2019,2979.39,47.108,54.175,86.83,91.028,116.05,54.4,1485.78,57.4,1.7316,1.676
11 Sep 2019,3000.93,49.42,55.898,86.75,91.15,116.02,54.77,1497.2,55.75,1.7385,1.6742
12 Sep 2019,3009.57,49.174,55.771,87.67,92.178,116.92,55.11,1499.26,55.09,1.7715,1.7192
13 Sep 2019,3007.39,49.04,54.688,87.32,91.967,117.43,54.26,1488.53,54.85,1.8958,1.7999
16 Sep 2019,2997.96,48.562,54.975,87.27,90.392,115.57,53.96,1498.43,62.9,1.8467,1.7593
17 Sep 2019,3005.7,48.958,55.175,87.59,91.128,116.51,54.24,1501.38,59.34,1.8013,1.7248
18 Sep 2019,3006.73,48.698,55.693,88.08,90.873,117.16,54.23,1494,58.11,1.7961,1.7621
19 Sep 2019,3006.79,49.32,55.24,87.7,91.075,117.11,54.52,1499.03,58.13,1.784,1.7378
20 Sep 2019,2992.07,48.124,54.433,86.68,89.708,116.98,53.91,1516.9,58.09,1.7215,1.683
23 Sep 2019,2991.78,48.246,54.68,87.69,89.265,117.62,54.14,1522.24,58.64,1.7267,1.6812
24 Sep 2019,2966.6,44.642,54.42,87.18,87.081,118.4,54.3,1531.87,57.29,1.6456,1.6256
25 Sep 2019,2984.87,45.74,55.258,90.81,88.417,118.47,54.17,1504.05,56.49,1.7372,1.6795
26 Sep 2019,2977.62,48.512,54.973,92.17,86.992,118.3,54.39,1504.78,56.41,1.6921,1.6555
27 Sep 2019,2961.79,48.426,54.705,92.31,86.273,118.45,54.31,1497.01,55.91,1.6801,1.6315
30 Sep 2019,2976.74,48.174,55.993,93.92,86.796,118.68,54.44,1472.49,54.07,1.6646,1.6217
1 Oct 2019,2940.25,48.938,56.148,92.28,86.783,117.85,54.65,1479.14,53.62,1.6353,1.5459
2 Oct 2019,2887.61,48.626,54.74,91.49,85.662,116.12,53.08,1499.45,52.64,1.5992,1.478
3 Oct 2019,2910.63,46.606,55.205,92.22,86.221,116.31,53.84,1505.19,52.45,1.5341,1.3901
4 Oct 2019,2952.01,46.286,56.753,93.07,86.983,118.16,54.54,1504.66,52.81,1.529,1.4036
7 Oct 2019,2938.79,47.544,56.765,93.17,86.633,117.23,53.87,1493.5,52.75,1.558,1.4617
8 Oct 2019,2893.06,48.01,56.1,91.75,85.276,117.58,53.58,1505.51,52.63,1.5289,1.4194
9 Oct 2019,2919.4,48.906,56.758,92.52,86.1,118.93,53.83,1505.57,52.59,1.5836,1.4657
10 Oct 2019,2938.13,48.948,57.523,93,86.013,119.61,53.66,1493.99,53.55,1.6681,1.5424
11 Oct 2019,2970.27,49.578,59.053,93.88,86.596,120.24,53.3,1489.01,54.7,1.729,1.5914
14 Oct 2019,2966.15,51.392,58.968,94.88,86.822,119.17,53.3,1493.21,53.59,1.729,1.5914
15 Oct 2019,2995.68,51.578,58.83,94.79,88.369,119.53,53.51,1481.01,52.81,1.771,1.618
16 Oct 2019,2989.69,51.95,58.593,94.88,88.872,119.42,53.49,1490.13,53.36,1.7395,1.5835
17 Oct 2019,2997.95,52.394,58.82,95.56,89.374,119.84,53.79,1491.87,53.93,1.7518,1.5999
18 Oct 2019,2986.2,51.39,59.103,96.1,87.876,119.14,54.78,1490.05,53.78,1.7536,1.5736
21 Oct 2019,3006.72,50.7,60.128,96.22,89.283,119.74,54.23,1484.5,53.31,1.7993,1.621
22 Oct 2019,2995.99,51.116,59.99,95.6,88.287,119.58,53.85,1487.68,54.16,1.7607,1.5944
23 Oct 2019,3004.52,50.936,60.795,92.32,88.109,119.35,54.64,1492.12,55.97,1.7642,1.5817
24 Oct 2019,3010.29,59.936,60.895,91.5,89.039,119.1,54.61,1503.98,56.23,1.766,1.5777
25 Oct 2019,3022.55,65.626,61.645,90.92,88.066,119.04,53.75,1504.63,56.66,1.7943,1.6176
28 Oct 2019,3039.42,65.542,62.263,90.85,88.854,119.22,53.57,1492.51,55.81,1.842,1.6435
29 Oct 2019,3036.89,63.244,60.823,89.28,88.136,117.15,53.41,1487.72,55.54,1.8385,1.6415
30 Oct 2019,3046.77,63.002,60.815,90.19,89,118.1,53.94,1495.66,55.06,1.7715,1.5976
31 Oct 2019,3037.56,62.984,62.19,89.55,88.833,117.26,54.43,1512.99,54.18,1.691,1.5239
1 Nov 2019,3066.91,62.662,63.955,89.18,89.572,117.62,53.9,1514.34,56.2,1.7103,1.552
4 Nov 2019,3078.27,63.494,64.375,89.86,90.233,117.57,53.14,1509.82,56.54,1.777,1.5822
5 Nov 2019,3074.62,63.444,64.283,89.88,90.086,118.86,52.42,1483.61,57.23,1.8584,1.6245
6 Nov 2019,3076.78,65.316,64.31,89.48,89.789,119.5,52.8,1490.57,56.35,1.8283,1.6086
7 Nov 2019,3085.18,67.108,64.858,90.4,89.41,120.23,52.29,1468.48,57.15,1.9173,1.6672
8 Nov 2019,3093.08,67.428,65.035,89.81,89.294,119.44,52.21,1459,57.24,1.9417,1.6742
11 Nov 2019,3087.01,69.018,65.55,90.05,88.583,119.04,51.84,1455.86,56.86,1.9417,1.6742
12 Nov 2019,3091.84,69.986,65.49,89.5,88.9,119.12,51.71,1456.32,56.8,1.9347,1.6623
13 Nov 2019,3094.04,69.222,66.118,91.29,87.655,120.98,52.41,1463.58,57.12,1.886,1.636
14 Nov 2019,3096.63,69.87,65.66,91.27,87.73,120.65,52.63,1471.4,56.77,1.8186,1.5914
15 Nov 2019,3120.46,70.434,66.44,93.04,86.975,118.87,52.67,1468.21,57.72,1.8308,1.6101
18 Nov 2019,3122.03,69.998,66.775,94.18,87.627,120.25,53.03,1471.51,57.05,1.8153,1.598
19 Nov 2019,3120.18,71.904,66.573,93.61,87.64,119.89,53.08,1472.46,55.21,1.7826,1.5961
20 Nov 2019,3108.46,70.444,65.798,93.05,87.277,119.13,53.22,1471.61,57.11,1.7449,1.5757
21 Nov 2019,3103.54,70.966,65.503,92.16,86.736,119.86,52.96,1464.41,58.58,1.7723,1.6046
22 Nov 2019,3110.29,66.608,65.445,93.34,87.286,119.36,53.03,1461.93,57.77,1.7706,1.6277
25 Nov 2019,3133.64,67.268,66.593,92.9,88.692,118.92,53.22,1455.26,58.01,1.7551,1.6134
26 Nov 2019,3140.52,65.784,66.073,93.33,89.847,119.19,53.9,1461.39,58.41,1.7414,1.5819
27 Nov 2019,3153.63,66.258,66.96,94.14,90.926,118.76,53.95,1454.44,58.11,1.7654,1.6259
28 Nov 2019,3153.63,66.258,66.96,94.14,90.926,118.76,53.95,1456.27,58.11,1.7654,1.6259
29 Nov 2019,3140.98,65.988,66.813,93.49,90.04,119.09,53.4,1463.98,55.17,1.7758,1.6119
2 Dec 2019,3113.87,66.974,66.04,93.56,89.08,119.28,53.75,1462.44,55.96,1.8189,1.6
3 Dec 2019,3093.2,67.24,64.863,92.46,88.498,118.67,53.8,1477.61,56.1,1.7157,1.538
4 Dec 2019,3112.76,66.606,65.435,93.72,88.035,118.69,54.29,1474.59,58.43,1.774,1.5721
5 Dec 2019,3117.43,66.074,66.395,95.79,87.024,118.66,54.19,1476,58.43,1.8103,1.5923
6 Dec 2019,3145.91,67.178,67.678,97,87.58,119.78,54.42,1460.17,59.2,1.8363,1.6149
9 Dec 2019,3135.96,67.906,66.73,96.63,87.476,119.36,54.07,1461.68,59.02,1.819,1.613
10 Dec 2019,3132.52,69.768,67.12,97.01,86.961,119.14,53.77,1464.39,59.24,1.8416,1.6517
11 Dec 2019,3141.63,70.54,67.693,97.18,87.436,119,53.95,1474.88,58.76,1.7914,1.6133
12 Dec 2019,3168.57,71.936,67.865,97.72,88.017,119.76,54.14,1469.8,59.18,1.8922,1.6582
13 Dec 2019,3168.8,71.678,68.788,97.77,88.047,120.29,54.42,1476.33,60.07,1.8226,1.6037
16 Dec 2019,3191.45,76.3,69.965,98.81,88.461,120.54,54.42,1476.18,60.21,1.8713,1.6263
17 Dec 2019,3192.52,75.798,70.103,99.65,89.533,121.28,54.42,1476.22,60.94,1.8801,1.6224
18 Dec 2019,3191.14,78.63,69.935,100.57,89.202,119.86,53.91,1475.4,60.93,1.9169,1.6287
19 Dec 2019,3205.37,80.808,70.005,101.15,89.614,120.08,54.32,1478.8,61.22,1.9204,1.6268
20 Dec 2019,3221.22,81.118,69.86,99.96,89.325,120.29,54.97,1478.22,60.44,1.9171,1.6294
23 Dec 2019,3224.01,83.844,71,100.04,89.65,119.03,54.91,1485.79,60.52,1.9294,1.6523
24 Dec 2019,3223.38,85.05,71.068,100.14,89.461,119.51,54.71,1499.41,61.11,1.8996,1.621
25 Dec 2019,3223.38,85.05,71.068,100.14,89.461,119.51,54.71,1499.84,61.11,1.8996,1.621
26 Dec 2019,3239.91,86.188,72.478,100.71,93.439,119.52,55.02,1511.53,61.68,1.8944,1.631
27 Dec 2019,3240.02,86.076,72.45,101.57,93.49,119.59,55.35,1510.56,61.72,1.8752,1.5812
30 Dec 2019,3221.29,82.94,72.88,100.8,92.345,119.4,55.27,1515.16,61.68,1.8788,1.5653
31 Dec 2019,3230.78,83.666,73.413,101.31,92.392,118.84,55.35,1517.27,61.06,1.9175,1.5691
1 Jan 2020,3230.78,83.666,73.413,101.31,92.392,118.84,55.35,1517.29,61.06,1.9175,1.5691
2 Jan 2020,3257.85,86.052,75.088,102.2,94.901,118.94,54.99,1529.13,61.18,1.8771,1.569
3 Jan 2020,3234.85,88.602,74.358,101.92,93.749,117.89,54.69,1552.2,63.05,1.7881,1.5246
6 Jan 2020,3246.28,90.308,74.95,101.83,95.144,117.65,54.67,1565.74,63.27,1.809,1.5445
7 Jan 2020,3237.18,93.812,74.598,101.78,95.343,116.56,54.25,1574.37,62.7,1.8177,1.5404
8 Jan 2020,3253.05,98.428,75.798,101.55,94.599,116.16,54.35,1556.42,59.61,1.8738,1.5806
9 Jan 2020,3274.7,96.268,77.408,101.48,95.053,117.36,55.34,1552.32,59.56,1.8545,1.5785
10 Jan 2020,3265.35,95.63,77.583,100.9,94.158,116.38,55.53,1562.34,59.04,1.8196,1.5702
13 Jan 2020,3288.13,104.972,79.24,102.16,94.565,115.88,56.13,1547.88,58.08,1.8459,1.5843
14 Jan 2020,3283.15,107.584,78.17,102.92,93.472,116.18,56,1546.39,58.23,1.8109,1.57
15 Jan 2020,3289.29,103.7,77.835,102.79,93.101,115.28,56.7,1556.25,57.81,1.783,1.5536
16 Jan 2020,3316.81,102.698,78.81,103.37,93.897,115.9,56.82,1552.51,58.52,1.8074,1.5657
17 Jan 2020,3329.62,102.1,79.683,104.53,93.236,114.96,56.94,1557.24,58.54,1.8215,1.5592
20 Jan 2020,3329.62,102.1,79.683,104.53,93.236,114.96,56.94,1560.77,58.54,1.8215,1.5592
21 Jan 2020,3320.79,109.44,79.143,104.58,94.6,115.59,57.17,1558.17,58.34,1.7743,1.5304
22 Jan 2020,3321.75,113.912,79.425,104.49,94.373,116.1,57.61,1558.78,56.74,1.7691,1.5283
23 Jan 2020,3325.54,114.44,79.808,103.02,94.229,115.81,57.83,1562.94,55.59,1.7325,1.5137
24 Jan 2020,3295.47,112.964,79.578,102.03,93.082,114.37,57.68,1571.53,54.19,1.6839,1.4947
27 Jan 2020,3243.63,111.604,77.238,100.24,91.417,115.86,57.48,1582.06,53.14,1.608,1.4409
28 Jan 2020,3276.24,113.38,79.423,100.41,92.663,116.6,57.01,1567.17,53.48,1.6562,1.4625
29 Jan 2020,3273.4,116.198,81.085,99.84,92.9,115.89,57.01,1576.83,53.33,1.5839,1.4128
30 Jan 2020,3283.66,128.162,80.968,98.19,93.534,116.58,58.86,1574.28,52.14,1.5856,1.4128
31 Jan 2020,3225.52,130.114,77.378,96.3,100.436,114.49,58.4,1589.16,51.56,1.5068,1.3132
3 Feb 2020,3248.92,156,77.165,99.27,100.21,114.27,58.58,1576.73,50.11,1.5272,1.353
4 Feb 2020,3297.59,177.412,79.713,101.38,102.484,115.27,58.84,1552.92,49.61,1.5991,1.409
5 Feb 2020,3334.69,146.94,80.363,100.54,101.994,116.81,58.85,1556.02,50.75,1.6508,1.4431
6 Feb 2020,3345.78,149.792,81.303,100.27,102.512,116.31,58.99,1566.66,50.95,1.6422,1.4452
7 Feb 2020,3327.71,149.614,80.008,99.44,103.964,116.45,59.19,1570.44,50.32,1.5834,1.4011
10 Feb 2020,3352.09,154.256,80.388,100.02,106.696,115.25,59.75,1572.15,49.57,1.5696,1.3931
11 Feb 2020,3357.75,154.876,79.903,100.02,107.54,115.4,59.59,1567.89,49.94,1.6006,1.4234
12 Feb 2020,3379.45,153.458,81.8,103,108,115.85,59.41,1566.06,51.17,1.6333,1.4437
13 Feb 2020,3373.94,160.8,81.218,103.37,107.494,117.44,59.61,1576,51.42,1.6173,1.4438
14 Feb 2020,3380.16,160.006,81.238,103.54,106.744,117.89,59.95,1584.06,52.05,1.5848,1.4279
17 Feb 2020,3380.16,160.006,81.238,103.54,106.744,117.89,59.95,1581.13,52.05,1.5848,1.4279
18 Feb 2020,3370.29,171.68,79.75,102,107.784,119.63,59.53,1601.61,52.05,1.561,1.4116
19 Feb 2020,3386.15,183.484,80.905,102.46,108.511,117.68,59.77,1611.7,53.29,1.5661,1.4219
20 Feb 2020,3373.23,179.882,80.075,102.53,107.655,117.69,59.72,1619.56,53.78,1.5152,1.3892
21 Feb 2020,3337.75,180.2,78.263,100.25,104.798,118.58,60.13,1643.41,53.38,1.4713,1.3543
24 Feb 2020,3225.89,166.758,74.545,95.91,100.465,116.32,58.65,1659.38,51.43,1.3705,1.2476
25 Feb 2020,3128.21,159.982,72.02,92.9,98.637,114.39,57.82,1635.14,49.9,1.3521,1.2248
26 Feb 2020,3116.39,155.76,73.163,92,98.98,113.78,57.6,1640.96,48.73,1.3371,1.1647
27 Feb 2020,2978.76,135.8,68.38,88.55,94.215,110.4,54.93,1645.01,47.09,1.2607,1.0615
28 Feb 2020,2954.22,133.598,68.34,89.38,94.188,107.68,53.49,1585.69,44.76,1.1486,0.913
2 Mar 2020,3090.23,148.724,74.703,92.68,97.698,115.88,55.92,1589.44,46.75,1.1632,0.9029
3 Mar 2020,3003.37,149.102,72.33,90.93,95.45,112.91,56.06,1640.9,47.18,0.999,0.6991
4 Mar 2020,3130.12,149.9,75.685,93.79,98.792,116.77,58.92,1636.93,46.78,1.0522,0.6926
5 Mar 2020,3023.94,144.908,73.23,90.58,96.202,115.92,56.74,1672.23,45.9,0.912,0.5973
6 Mar 2020,2972.37,140.696,72.258,88.36,95.054,117.23,55.26,1673.83,41.28,0.7623,0.5062
9 Mar 2020,2746.56,121.6,66.543,84.11,90.03,117.16,51.86,1680.47,31.13,0.5407,0.381
10 Mar 2020,2882.23,129.066,71.335,88.3,94.591,119.79,53.66,1649.4,34.36,0.803,0.5342
11 Mar 2020,2741.38,126.846,68.858,84,91.043,114.43,52.21,1635.04,32.98,0.8695,0.5195
12 Mar 2020,2480.64,112.11,62.058,74.2,83.831,104.05,47.16,1576.15,31.5,0.8042,0.481
13 Mar 2020,2711.02,109.324,69.493,75.58,89.25,114.1,48.47,1529.83,31.73,0.9603,0.4903
16 Mar 2020,2386.13,89.014,60.553,66.79,84.458,106.76,45.26,1514.1,28.7,0.7182,0.3599
17 Mar 2020,2529.19,86.04,63.215,69.84,90.392,119.26,47.18,1528.3,26.95,1.0784,0.4925
18 Mar 2020,2398.1,72.244,61.668,68.04,91.5,122.58,44.85,1486.05,20.37,1.1915,0.5337
19 Mar 2020,2409.39,85.528,61.195,70.34,94.047,119.45,41.83,1471.24,25.22,1.1404,0.4507
20 Mar 2020,2304.92,85.506,57.31,67.45,92.304,113.97,38.3,1498.65,22.43,0.8454,0.3134
23 Mar 2020,2237.4,86.858,56.093,62.8,95.142,114.28,37.56,1553.23,23.36,0.7863,0.3123
24 Mar 2020,2447.33,101,61.72,72.33,97.005,115.03,39.45,1632.32,24.01,0.8466,0.3715
25 Mar 2020,2475.56,107.85,61.38,79.01,94.292,109.4,41.61,1616.9,24.49,0.8673,0.3299
26 Mar 2020,2630.07,105.632,64.61,84.3,97.775,109.82,44.29,1631.34,22.6,0.8447,0.2927
27 Mar 2020,2541.47,102.872,61.935,83.23,95.005,109.58,42.81,1628.16,21.51,0.6746,0.2418
30 Mar 2020,2626.65,100.426,63.703,85.38,98.198,115.19,45,1622.51,20.09,0.7264,0.2281
31 Mar 2020,2584.59,104.8,63.573,82.74,97.486,113.62,44.25,1577.18,20.48,0.6695,0.2455
1 Apr 2020,2470.5,96.312,60.228,79.23,95.385,114.14,42.12,1591.51,20.31,0.5832,0.2061
2 Apr 2020,2526.9,90.894,61.233,80.14,95.941,118.65,43.95,1613.99,25.32,0.597,0.2255
3 Apr 2020,2488.65,96.002,60.353,78.86,95.33,119.48,43.83,1620.81,28.34,0.5948,0.2289
6 Apr 2020,2663.68,103.248,65.618,84.63,99.88,126.07,46.67,1660.97,26.08,0.6698,0.2622
7 Apr 2020,2659.41,109.09,64.858,84.16,100.58,121.99,46.51,1647.72,23.63,0.7122,0.2601
8 Apr 2020,2749.98,109.768,66.518,85.3,102.15,121.84,47.82,1646.14,25.09,0.7722,0.252
9 Apr 2020,2789.82,114.6,66.998,86.79,102.138,121.8,49,1683.73,22.76,0.7191,0.2254
10 Apr 2020,2789.82,114.6,66.998,86.79,102.138,121.8,49,1696.65,22.76,0.7191,0.2254
13 Apr 2020,2761.63,130.19,68.313,84.46,108.444,125.3,46.93,1715.34,22.41,0.7713,0.2452
14 Apr 2020,2846.06,141.978,71.763,87.47,114.166,129,48.92,1726.97,20.11,0.752,0.219
15 Apr 2020,2783.36,145.966,71.108,85.04,115.384,128.76,47.61,1717.03,19.87,0.6316,0.1969
16 Apr 2020,2799.55,149.042,71.673,86.3,120.41,132.33,47.1,1717.7,19.87,0.6267,0.2066
17 Apr 2020,2874.56,150.778,70.7,89.91,118.75,132.12,48.06,1682.82,18.27,0.6417,0.2019
20 Apr 2020,2823.16,149.272,69.233,87.9,119.681,129.85,46.53,1695.65,-37.63,0.6053,0.2016
21 Apr 2020,2736.56,137.344,67.093,85.2,116.406,129.21,45.38,1686.2,10.01,0.5691,0.2034
22 Apr 2020,2799.31,146.422,69.025,88.77,118.175,131.59,45.68,1714.08,13.78,0.619,0.2133
23 Apr 2020,2797.8,141.126,68.758,87.35,119.973,128.53,45.07,1730.51,16.5,0.6015,0.2191
24 Apr 2020,2836.74,145.03,70.743,88.37,120.511,129.44,45.43,1729.6,16.94,0.6008,0.2245
27 Apr 2020,2878.48,159.75,70.793,89.37,118.8,128.3,46.78,1713.99,12.78,0.6605,0.2223
28 Apr 2020,2863.39,153.824,69.645,88.8,115.704,128,46.74,1707.79,12.34,0.6129,0.2112
29 Apr 2020,2939.51,160.102,71.933,88.07,118.636,123.6,47.12,1713.41,15.06,0.6269,0.2014
30 Apr 2020,2912.43,156.376,73.45,87.18,123.7,121.55,45.89,1686.5,18.84,0.6393,0.1956
1 May 2020,2830.71,140.264,72.268,85.54,114.302,122.92,45.6,1700.42,19.78,0.6118,0.19
4 May 2020,2842.74,152.238,73.29,85.75,115.8,123.7,45.14,1702.07,20.39,0.6336,0.1822
5 May 2020,2868.44,153.642,74.39,87.2,115.89,124.73,45.4,1705.92,24.56,0.6619,0.1882
6 May 2020,2848.42,156.516,75.158,88.44,117.563,123.3,44.75,1685.71,23.99,0.703,0.1784
7 May 2020,2881.19,156.008,75.935,88.56,118.381,121.89,44.6,1716.06,23.55,0.6409,0.1388
8 May 2020,2929.8,163.884,77.533,90.46,118.981,122.94,46.11,1702.7,24.74,0.6831,0.1568
11 May 2020,2930.32,162.258,78.753,90.93,120.45,123.67,45.54,1697.93,24.14,0.7099,0.1747
12 May 2020,2870.12,161.882,77.853,88.26,117.848,123.78,44.82,1702.7,25.78,0.6651,0.1589
13 May 2020,2820,158.192,76.913,86.02,118.396,123.71,43.94,1716.28,25.29,0.6525,0.1589
14 May 2020,2852.5,160.666,77.385,86.55,119.443,123.42,43.7,1730.3,27.56,0.6218,0.147
15 May 2020,2863.7,159.834,76.928,86.99,120.489,125.94,43.26,1743.67,29.43,0.6428,0.1451
18 May 2020,2953.91,162.726,78.74,91.04,121.313,127.66,44.97,1732.55,31.82,0.7257,0.1772
19 May 2020,2922.94,161.602,78.285,91.51,122.467,124.95,44.54,1745.05,32.5,0.6882,0.1652
20 May 2020,2971.61,163.112,79.808,92.95,124.897,125.45,45.89,1748.18,33.49,0.6801,0.1633
21 May 2020,2948.51,165.52,79.213,94.26,122.337,124.99,45.17,1727,33.92,0.672,0.1653
22 May 2020,2955.45,163.376,79.723,93.75,121.844,124.33,45.03,1734.68,33.25,0.6591,0.1676
25 May 2020,2955.45,163.376,79.723,93.75,121.844,124.33,45.03,1731.95,33.25,0.6591,0.1676
26 May 2020,2991.77,163.774,79.183,96.62,121.093,123.86,46.09,1710.58,34.35,0.6965,0.1717
27 May 2020,3036.13,164.046,79.528,99.87,120.52,122.48,46.73,1709.47,32.81,0.6819,0.1799
28 May 2020,3029.73,161.162,79.563,98.46,120.055,123.69,47.09,1718.33,33.71,0.69,0.1701
29 May 2020,3044.31,167,79.485,98.58,122.119,124.06,46.68,1730.27,35.49,0.6526,0.1603
1 Jun 2020,3055.73,179.62,80.463,99.54,123.552,123.96,46.99,1739.55,35.44,0.6591,0.1564
2 Jun 2020,3080.82,176.312,80.835,100.74,123.621,123.94,46.9,1727.7,36.81,0.6852,0.1623
3 Jun 2020,3122.87,176.592,81.28,104.11,123.92,123.47,47.9,1699.67,37.29,0.7458,0.19
